index,id,date,verified,protected,deleted,friends_count,followers_count,statuses_count,favourites_count,location,screen_name
0,775905636005445632,2016-09-14T05:54:54.000,false,false,false,387,3656,20947,18016,"Sydney, New South Wales",crushthemarket
1,860544763560210432,2017-05-05T19:20:34.000,false,false,false,44,451,59097,23127,,DawgDadx2
2,1216701337561452545,2020-01-13T13:40:26.000,false,false,false,193,167,10538,1150,GREAT Britain,HMcbrexit
3,1141626547880595456,2019-06-20T10:39:14.000,false,false,false,1260,254,3957,2967,,cream96000362
4,5988062,2007-05-12T15:04:50.000,true,false,false,126,24853828,217582,149,London,TheEconomist
5,397954928,2011-10-25T13:27:43.000,false,false,false,508,288,44406,17319,,PhilippeSAGE1
6,365251227,2011-08-31T05:22:36.000,true,false,false,664,27062,14835,43901,,LouisWitter
7,59808387,2009-07-24T17:24:34.000,false,false,false,826,1222,29894,16162,"Saint-Ouen, France",dchoppin
8,905007410087002113,2017-09-05T11:59:15.000,false,false,false,1405,2165,10158,17308,,dr_motley
9,1161014473001512960,2019-08-12T22:39:55.000,false,false,false,5452,5532,22969,24058,One Nation Under GOD,TinkerTricity
10,2694251232,2014-07-31T02:17:00.000,false,false,false,225,287,9314,2454,North Amexem,nobelkingbey
11,4843857766,2016-01-25T01:25:37.000,false,false,false,369,61,867,4260,,DrewAldridge7
12,2334614718,2014-02-09T06:53:38.000,false,false,false,560,55115,136165,25048,"Chicago, IL",OpenOutcrier
13,336116161,2011-07-15T21:25:29.000,false,false,false,1229,1123,64046,8570,,7LadyQ
14,928775251168657408,2017-11-10T01:04:10.000,false,false,false,3938,17547,6774,1927,"California, USA",epochchanger
15,143593029,2010-05-14T00:16:28.000,false,false,false,752,748,68286,16706,,OceanadeSilva
16,806958898141863938,2016-12-08T21:29:28.000,false,false,false,719,656,4386,5210,Scotland ..Qatar... France,Jurathewestie
17,3022263076,2015-02-06T22:27:56.000,false,false,false,236,36,4135,11842,,SlowkittyCarole
18,65336280,2009-08-13T12:46:29.000,false,false,false,4860,4635,11610,9227,Magaville,brigamongus
19,192156775,2010-09-18T12:20:20.000,false,false,false,1420,2342,61953,726,"Mumbai, India",jayaribcm
20,1137797617,2013-01-31T21:01:17.000,false,false,false,1050,2690,41752,91597,"Idaho, USA",SpiritServicesL
21,788184689576071169,2016-10-18T03:07:28.000,false,false,false,18119,16702,186247,86120,,GrammyTammyMAGA
22,17705177,2008-11-28T11:20:53.000,false,false,false,347,5502,3482,10,"Bristol, London",TTech_News
23,369315889,2011-09-07T06:23:17.000,false,false,false,494,1551,41509,923,Netherlands,s_akrati
24,1168575876696551425,2019-09-02T19:26:23.000,false,false,false,1241,1899,23854,44765,North et Caroiline in my heart,macharabia
25,249244626,2011-02-08T18:20:56.000,false,false,false,731,105,8997,3256,France,DuellnDaepp
26,331550028,2011-07-08T12:32:07.000,false,false,true,315,849,1715,421,Newcastle,steele_mark
27,1910697216,2013-09-27T12:20:20.000,false,false,false,123,303,18392,17890,,voxrox55
28,1225779630,2013-02-27T19:43:13.000,false,false,false,15,66453,7012,595,Israel,BeholdIsrael
29,1656591240,2013-08-09T03:41:18.000,false,false,false,250,210,1958,6296,,darleneprospers
30,20548283,2009-02-10T22:32:42.000,true,false,false,1202,29152,8959,23549,"London (via Hull, Yorkshire)",jane__bradley
31,550810589,2012-04-11T10:28:11.000,false,false,false,286,243,77667,93384,"London, England",DavidDaandrews
32,820309949565714432,2017-01-14T17:41:47.000,false,false,false,2050,829,2339,1725,"Boulder, CO",Susan_Foster_
33,89300184,2009-11-11T23:24:16.000,false,false,false,37598,34139,237631,149427,Earth,USAShopper
34,2787936004,2014-09-27T22:46:17.000,true,false,false,1537,655858,51502,29351,Stratejist/Siyaset/Bilim/21.yy,abdullahciftcib
